#,Level ( mm ), Moisture Sensor 2( % ), Moisture Sensor 3( % ),Date
20059,13,-11,123,2021-09-09 19:12:21
20060,12,-10,123,2021-09-09 19:13:20
20061,12,-10,123,2021-09-09 19:14:21
20062,11,-11,123,2021-09-09 19:15:21
20063,12,-11,123,2021-09-09 19:16:21
20064,12,-11,123,2021-09-09 19:17:21
20065,11,-11,123,2021-09-09 19:18:21
20066,11,-11,123,2021-09-09 19:19:21
20067,12,-11,123,2021-09-09 19:20:22
20068,12,-11,123,2021-09-09 19:21:22
20069,11,-10,123,2021-09-09 19:22:22
20070,12,-11,123,2021-09-09 19:23:22
20071,12,-11,123,2021-09-09 19:24:22
20072,12,-11,123,2021-09-09 19:25:22
20073,13,-11,123,2021-09-09 19:26:22
20074,13,-11,123,2021-09-09 19:27:22
20075,13,-11,123,2021-09-09 19:28:22
20076,11,-11,123,2021-09-09 19:29:23
20077,12,-11,123,2021-09-09 19:30:23
20078,13,-11,123,2021-09-09 19:31:23
20079,11,-10,123,2021-09-09 19:32:23
20080,12,-11,123,2021-09-09 19:33:23
20081,11,-11,123,2021-09-09 19:34:23
20082,11,-11,123,2021-09-09 19:35:24
20083,13,-11,123,2021-09-09 19:36:24
20084,11,-10,123,2021-09-09 19:37:24
20085,12,-11,123,2021-09-09 19:38:24
20086,11,-11,123,2021-09-09 19:39:24
20087,12,-11,123,2021-09-09 19:40:24
20088,11,-11,123,2021-09-09 19:41:24
20089,12,-10,123,2021-09-09 19:42:24
20090,12,-11,123,2021-09-09 19:43:25
20091,12,-10,123,2021-09-09 19:44:25
20092,12,-11,123,2021-09-09 19:45:25
20093,10,-11,123,2021-09-09 19:46:25
20094,10,-11,123,2021-09-09 19:47:25
20095,11,-11,123,2021-09-09 19:48:25
20096,11,-10,123,2021-09-09 19:49:25
20097,11,-11,123,2021-09-09 19:50:26
20098,10,-11,123,2021-09-09 19:51:26
20099,11,-11,123,2021-09-09 19:52:26
20100,11,-11,123,2021-09-09 19:53:26
20101,11,-11,123,2021-09-09 19:54:26
20102,11,-11,123,2021-09-09 19:55:26
20103,11,-11,123,2021-09-09 19:56:26
20104,12,-11,123,2021-09-09 19:57:27
20105,12,-11,123,2021-09-09 19:58:27
20106,11,-11,123,2021-09-09 19:59:27
20107,10,-11,123,2021-09-09 20:00:27
20108,12,-11,123,2021-09-09 20:01:27
20109,12,-11,123,2021-09-09 20:02:27
20110,12,-11,123,2021-09-09 20:03:27
20111,11,-11,123,2021-09-09 20:04:27
20112,11,-11,123,2021-09-09 20:05:28
20113,11,-11,123,2021-09-09 20:06:28
20114,10,-11,123,2021-09-09 20:07:28
20115,11,-11,123,2021-09-09 20:08:28
20116,11,-11,123,2021-09-09 20:09:28
20117,10,-11,123,2021-09-09 20:10:28
20118,10,-11,123,2021-09-09 20:11:28
20119,10,-11,123,2021-09-09 20:12:28
20120,10,-11,123,2021-09-09 20:13:29
20121,10,-11,123,2021-09-09 20:14:29
20122,11,-11,123,2021-09-09 20:15:29
20123,10,-11,123,2021-09-09 20:16:29
20124,10,-11,123,2021-09-09 20:17:29
20125,11,-11,123,2021-09-09 20:18:29
20126,10,-11,123,2021-09-09 20:19:30
20127,10,-11,123,2021-09-09 20:20:30
20128,9,-11,123,2021-09-09 20:21:30
20129,10,-11,123,2021-09-09 20:22:30
20130,10,-11,123,2021-09-09 20:23:30
20131,9,-11,123,2021-09-09 20:24:30
20132,11,-11,123,2021-09-09 20:25:30
20133,10,-11,123,2021-09-09 20:26:30
20134,9,-11,123,2021-09-09 20:27:31
20135,10,-11,123,2021-09-09 20:28:31
20136,10,-11,123,2021-09-09 20:29:31
20137,9,-11,123,2021-09-09 20:30:31
20138,9,-11,123,2021-09-09 20:31:31
20139,10,-11,123,2021-09-09 20:32:31
20140,9,-11,123,2021-09-09 20:33:31
20141,9,-11,123,2021-09-09 20:34:32
20142,10,-11,123,2021-09-09 20:35:32
20143,10,-11,123,2021-09-09 20:36:32
20144,10,-11,123,2021-09-09 20:37:32
20145,10,-11,123,2021-09-09 20:38:32
20146,10,-11,123,2021-09-09 20:39:32
20147,9,-11,123,2021-09-09 20:40:32
20148,11,-11,123,2021-09-09 20:41:32
20149,9,-11,123,2021-09-09 20:42:33
20150,9,-11,123,2021-09-09 20:43:33
20151,9,-11,123,2021-09-09 20:44:33
20152,9,-11,123,2021-09-09 20:45:33
20153,10,-11,123,2021-09-09 20:46:33
20154,10,-11,123,2021-09-09 20:47:33
20155,9,-11,123,2021-09-09 20:48:33
20156,9,-11,123,2021-09-09 20:49:34
20157,9,-11,123,2021-09-09 20:50:34
20158,9,-11,123,2021-09-09 20:51:34
20159,10,-11,123,2021-09-09 20:52:34
20160,8,-11,123,2021-09-09 20:53:34
20161,9,-11,123,2021-09-09 20:54:34
20162,10,-11,123,2021-09-09 20:55:34
20163,11,-11,123,2021-09-09 20:56:35
20164,13,-11,123,2021-09-09 20:57:35
20165,16,-11,123,2021-09-09 20:58:35
20166,19,-11,123,2021-09-09 20:59:35
20167,19,-11,123,2021-09-09 21:00:35
20168,20,-11,123,2021-09-09 21:01:35
20169,20,-11,123,2021-09-09 21:02:35
20170,21,-11,123,2021-09-09 21:03:35
20171,21,-11,123,2021-09-09 21:04:35
20172,21,-11,123,2021-09-09 21:05:36
20173,21,-11,123,2021-09-09 21:06:36
20174,22,-11,123,2021-09-09 21:07:36
20175,22,-11,123,2021-09-09 21:08:36
20176,22,-11,123,2021-09-09 21:09:36
20177,22,-11,123,2021-09-09 21:10:36
20178,22,-11,123,2021-09-09 21:11:37
20179,23,-11,123,2021-09-09 21:12:37
20180,23,-11,123,2021-09-09 21:13:37
20181,23,-11,123,2021-09-09 21:14:37
20182,23,-11,123,2021-09-09 21:15:37
20183,22,-11,123,2021-09-09 21:16:37
20184,23,-11,123,2021-09-09 21:17:37
20185,23,-11,123,2021-09-09 21:18:37
20186,24,-11,123,2021-09-09 21:19:37
20187,24,-11,123,2021-09-09 21:20:38
20188,24,-11,123,2021-09-09 21:21:38
20189,23,-11,123,2021-09-09 21:22:38
20190,24,-11,123,2021-09-09 21:23:38
20191,23,-11,123,2021-09-09 21:24:38
20192,23,-11,123,2021-09-09 21:25:38
20193,23,-11,123,2021-09-09 21:26:38
20194,24,-11,123,2021-09-09 21:27:39
20195,24,-11,123,2021-09-09 21:28:39
20196,24,-11,123,2021-09-09 21:29:39
20197,24,-11,123,2021-09-09 21:30:39
20198,24,-11,123,2021-09-09 21:31:39
20199,24,-11,123,2021-09-09 21:32:39
20200,24,-11,123,2021-09-09 21:33:39
20201,24,-11,123,2021-09-09 21:34:39
20202,23,-11,123,2021-09-09 21:35:40
20203,24,-11,123,2021-09-09 21:36:40
20204,23,-11,123,2021-09-09 21:37:40
20205,24,-11,123,2021-09-09 21:38:40
20206,24,-11,123,2021-09-09 21:39:40
20207,25,-11,123,2021-09-09 21:40:40
20208,24,-11,123,2021-09-09 21:41:41
20209,24,-11,123,2021-09-09 21:42:41
20210,23,-11,123,2021-09-09 21:43:41
20211,25,-11,123,2021-09-09 21:44:41
20212,22,-11,123,2021-09-09 21:45:41
20213,22,-11,123,2021-09-09 21:46:41
20214,22,-11,123,2021-09-09 21:47:41
20215,20,-11,123,2021-09-09 21:48:41
20216,21,-11,123,2021-09-09 21:49:41
20217,20,-11,123,2021-09-09 21:50:42
20218,20,-11,123,2021-09-09 21:51:42
20219,20,-11,123,2021-09-09 21:52:42
20220,19,-11,123,2021-09-09 21:53:42
20221,19,-11,123,2021-09-09 21:54:42
20222,19,-11,123,2021-09-09 21:55:42
20223,18,-11,123,2021-09-09 21:56:42
20224,19,-11,123,2021-09-09 21:57:43
20225,18,-11,123,2021-09-09 21:58:43
20226,19,-11,123,2021-09-09 21:59:43
20227,19,-11,123,2021-09-09 22:00:43
20228,17,-11,123,2021-09-09 22:01:43
20229,18,-11,123,2021-09-09 22:02:43
20230,17,-11,123,2021-09-09 22:03:43
20231,17,-11,123,2021-09-09 22:04:44
20232,16,-11,123,2021-09-09 22:05:44
20233,17,-11,123,2021-09-09 22:06:44
20234,16,-11,123,2021-09-09 22:07:44
20235,16,-11,123,2021-09-09 22:08:44
20236,16,-11,123,2021-09-09 22:09:44
20237,17,-11,123,2021-09-09 22:10:44
20238,15,-11,123,2021-09-09 22:11:44
20239,15,-11,123,2021-09-09 22:12:45
20240,16,-11,123,2021-09-09 22:13:45
20241,16,-11,123,2021-09-09 22:14:45
20242,16,-11,123,2021-09-09 22:15:45
20243,16,-11,123,2021-09-09 22:16:45
20244,14,-11,123,2021-09-09 22:17:45
20245,15,-11,123,2021-09-09 22:18:45
20246,16,-11,123,2021-09-09 22:19:46
20247,16,-11,123,2021-09-09 22:20:46
20248,16,-11,123,2021-09-09 22:21:46
20249,15,-11,123,2021-09-09 22:22:46
20250,15,-11,123,2021-09-09 22:23:46
20251,15,-11,123,2021-09-09 22:24:46
20252,15,-11,123,2021-09-09 22:25:46
20253,15,-11,123,2021-09-09 22:26:47
20254,16,-11,123,2021-09-09 22:27:47
20255,14,-11,123,2021-09-09 22:28:47
20256,15,-11,123,2021-09-09 22:29:47
20257,14,-11,123,2021-09-09 22:30:47
20258,15,-11,123,2021-09-09 22:31:47
20259,15,-11,123,2021-09-09 22:32:47
20260,15,-11,123,2021-09-09 22:33:48
20261,14,-11,123,2021-09-09 22:34:48
20262,14,-11,123,2021-09-09 22:35:48
20263,15,-11,123,2021-09-09 22:36:48
20264,14,-11,123,2021-09-09 22:37:48
20265,14,-11,123,2021-09-09 22:38:48
20266,14,-11,123,2021-09-09 22:39:49
20267,15,-11,123,2021-09-09 22:40:48
20268,14,-11,123,2021-09-09 22:41:49
20269,14,-11,123,2021-09-09 22:42:49
20270,15,-11,123,2021-09-09 22:43:49
20271,14,-11,123,2021-09-09 22:44:49
20272,14,-11,123,2021-09-09 22:45:49
20273,15,-11,123,2021-09-09 22:46:49
20274,14,-11,123,2021-09-09 22:47:49
20275,13,-11,123,2021-09-09 22:48:50
20276,15,-11,123,2021-09-09 22:49:50
20277,14,-11,123,2021-09-09 22:50:50
20278,14,-11,123,2021-09-09 22:51:50
20279,14,-11,123,2021-09-09 22:52:50
20280,14,-11,123,2021-09-09 22:53:50
20281,14,-11,123,2021-09-09 22:54:50
20282,14,-11,123,2021-09-09 22:55:50
20283,13,-11,123,2021-09-09 22:56:51
20284,14,-11,123,2021-09-09 22:57:51
20285,14,-11,123,2021-09-09 22:58:51
20286,14,-11,123,2021-09-09 22:59:51
20287,14,-11,123,2021-09-09 23:00:52
20288,13,-11,123,2021-09-09 23:01:51
20289,14,-11,123,2021-09-09 23:02:51
20290,14,-11,123,2021-09-09 23:03:52
20291,13,-11,123,2021-09-09 23:04:52
20292,14,-11,123,2021-09-09 23:05:53
20293,14,-11,123,2021-09-09 23:06:52
20294,13,-11,123,2021-09-09 23:07:52
20295,14,-11,123,2021-09-09 23:08:52
20296,14,-11,123,2021-09-09 23:09:52
20297,14,-11,123,2021-09-09 23:10:52
20298,13,-11,123,2021-09-09 23:11:53
20299,14,-11,123,2021-09-09 23:12:53
20300,14,-11,123,2021-09-09 23:13:53
20301,14,-11,123,2021-09-09 23:14:53
20302,13,-11,123,2021-09-09 23:15:53
20303,14,-11,123,2021-09-09 23:16:53
20304,13,-11,123,2021-09-09 23:17:53
20305,13,-11,123,2021-09-09 23:18:54
20306,13,-11,123,2021-09-09 23:19:54
20307,14,-11,123,2021-09-09 23:20:54
20308,13,-11,123,2021-09-09 23:21:54
20309,13,-11,123,2021-09-09 23:22:54
20310,13,-11,123,2021-09-09 23:23:54
20311,14,-11,123,2021-09-09 23:24:54
20312,14,-11,123,2021-09-09 23:25:54
20313,12,-11,123,2021-09-09 23:26:55
20314,14,-11,123,2021-09-09 23:27:55
20315,13,-11,123,2021-09-09 23:28:55
20316,13,-11,123,2021-09-09 23:29:55
20317,13,-11,123,2021-09-09 23:30:55
20318,13,-11,123,2021-09-09 23:31:55
20319,13,-11,123,2021-09-09 23:32:55
20320,13,-11,123,2021-09-09 23:33:56
20321,13,-11,123,2021-09-09 23:34:56
20322,13,-11,123,2021-09-09 23:35:56
20323,13,-11,123,2021-09-09 23:36:56
20324,13,-11,123,2021-09-09 23:37:56
20325,13,-11,123,2021-09-09 23:38:57
20326,13,-11,123,2021-09-09 23:39:57
20327,13,-11,123,2021-09-09 23:40:57
20328,14,-11,123,2021-09-09 23:41:57
20329,13,-11,123,2021-09-09 23:42:57
20330,12,-11,123,2021-09-09 23:43:57
20331,14,-11,123,2021-09-09 23:44:57
20332,13,-11,123,2021-09-09 23:45:57
20333,13,-11,123,2021-09-09 23:46:57
20334,13,-11,123,2021-09-09 23:47:57
20335,12,-11,123,2021-09-09 23:48:58
20336,13,-11,123,2021-09-09 23:49:58
20337,13,-11,123,2021-09-09 23:50:58
20338,13,-11,123,2021-09-09 23:51:58
20339,12,-11,123,2021-09-09 23:52:58
20340,12,-11,123,2021-09-09 23:53:58
20341,13,-11,123,2021-09-09 23:54:58
20342,12,-11,123,2021-09-09 23:55:59
20343,12,-11,123,2021-09-09 23:56:59
20344,11,-11,123,2021-09-09 23:57:59
20345,12,-11,123,2021-09-09 23:58:59
20346,13,-11,123,2021-09-09 23:59:59
20347,14,-11,123,2021-09-10 00:00:59
20348,13,-11,123,2021-09-10 00:01:59
20349,13,-11,123,2021-09-10 00:03:00
20350,13,-11,123,2021-09-10 00:04:00
20351,13,-11,123,2021-09-10 00:05:00
20352,13,-11,123,2021-09-10 00:06:00
20353,12,-11,123,2021-09-10 00:07:00
20354,13,-11,123,2021-09-10 00:08:00
20355,12,-11,123,2021-09-10 00:09:00
20356,13,-11,123,2021-09-10 00:10:00
20357,13,-11,123,2021-09-10 00:11:01
20358,13,-11,123,2021-09-10 00:12:01
20359,13,-11,123,2021-09-10 00:13:01
20360,13,-11,123,2021-09-10 00:14:01
20361,12,-11,123,2021-09-10 00:15:01
20362,12,-11,123,2021-09-10 00:16:01
20363,12,-11,123,2021-09-10 00:17:01
20364,12,-11,123,2021-09-10 00:18:02
20365,12,-11,123,2021-09-10 00:19:02
20366,12,-11,123,2021-09-10 00:20:02
20367,11,-11,123,2021-09-10 00:21:02
20368,11,-11,123,2021-09-10 00:22:02
20369,12,-11,123,2021-09-10 00:23:02
20370,12,-11,123,2021-09-10 00:24:02
20371,12,-11,123,2021-09-10 00:25:02
20372,12,-11,123,2021-09-10 00:26:03
20373,11,-11,123,2021-09-10 00:27:03
20374,12,-11,123,2021-09-10 00:28:03
20375,11,-11,123,2021-09-10 00:29:03
20376,13,-11,123,2021-09-10 00:30:03
20377,12,-11,123,2021-09-10 00:31:03
20378,11,-11,123,2021-09-10 00:32:03
20379,12,-11,123,2021-09-10 00:33:03
20380,11,-11,123,2021-09-10 00:34:04
20381,11,-11,123,2021-09-10 00:35:04
20382,11,-11,123,2021-09-10 00:36:04
20383,11,-11,123,2021-09-10 00:37:04
20384,12,-11,123,2021-09-10 00:38:04
20385,12,-11,123,2021-09-10 00:39:04
20386,12,-11,123,2021-09-10 00:40:04
20387,12,-11,123,2021-09-10 00:41:05
20388,11,-11,123,2021-09-10 00:42:05
20389,11,-11,123,2021-09-10 00:43:05
20390,12,-11,123,2021-09-10 00:44:05
20391,11,-11,123,2021-09-10 00:45:05
20392,11,-11,123,2021-09-10 00:46:05
20393,11,-11,123,2021-09-10 00:47:05
20394,11,-11,123,2021-09-10 00:48:05
20395,11,-11,123,2021-09-10 00:49:06
20396,11,-11,123,2021-09-10 00:50:06
20397,12,-11,123,2021-09-10 00:51:06
20398,11,-11,123,2021-09-10 00:52:06
20399,11,-11,123,2021-09-10 00:53:06
20400,11,-11,123,2021-09-10 00:54:06
20401,10,-11,123,2021-09-10 00:55:06
20402,10,-11,123,2021-09-10 00:56:07
20403,11,-11,123,2021-09-10 00:57:07
20404,11,-11,123,2021-09-10 00:58:07
20405,13,-11,123,2021-09-10 00:59:07
20406,16,-11,123,2021-09-10 01:00:07
20407,19,-11,123,2021-09-10 01:01:07
20408,20,-11,123,2021-09-10 01:02:07
20409,20,-11,123,2021-09-10 01:03:07
20410,21,-11,123,2021-09-10 01:04:08
20411,21,-11,123,2021-09-10 01:05:08
20412,21,-11,123,2021-09-10 01:06:08
20413,22,-11,123,2021-09-10 01:07:08
20414,22,-11,123,2021-09-10 01:08:08
20415,23,-11,123,2021-09-10 01:09:08
20416,23,-11,123,2021-09-10 01:10:08
20417,23,-11,123,2021-09-10 01:11:09
20418,23,-11,123,2021-09-10 01:12:09
20419,24,-11,123,2021-09-10 01:13:09
20420,24,-11,123,2021-09-10 01:14:09
20421,23,-11,123,2021-09-10 01:15:09
20422,24,-11,123,2021-09-10 01:16:09
20423,24,-11,123,2021-09-10 01:17:09
20424,24,-11,123,2021-09-10 01:18:10
20425,24,-11,123,2021-09-10 01:19:10
20426,25,-11,123,2021-09-10 01:20:10
20427,25,-11,123,2021-09-10 01:21:10
20428,25,-11,123,2021-09-10 01:22:10
20429,24,-11,123,2021-09-10 01:23:10
20430,24,-11,123,2021-09-10 01:24:11
20431,24,-11,123,2021-09-10 01:25:11
20432,24,-11,123,2021-09-10 01:26:11
20433,25,-11,123,2021-09-10 01:27:11
20434,25,-11,123,2021-09-10 01:28:11
20435,24,-11,123,2021-09-10 01:29:11
20436,26,-11,123,2021-09-10 01:30:11
20437,24,-11,123,2021-09-10 01:31:11
20438,24,-11,123,2021-09-10 01:32:12
20439,25,-11,123,2021-09-10 01:33:12
20440,25,-11,123,2021-09-10 01:34:12
20441,25,-11,123,2021-09-10 01:35:12
20442,25,-11,123,2021-09-10 01:36:12
20443,25,-11,123,2021-09-10 01:37:12
20444,26,-11,123,2021-09-10 01:38:12
20445,24,-11,123,2021-09-10 01:39:12
20446,26,-11,123,2021-09-10 01:40:13
20447,24,-11,123,2021-09-10 01:41:13
20448,25,-11,123,2021-09-10 01:42:13
20449,25,-11,123,2021-09-10 01:43:14
20450,25,-11,123,2021-09-10 01:44:13
20451,26,-11,123,2021-09-10 01:45:13
20452,25,-11,123,2021-09-10 01:46:13
20453,25,-11,123,2021-09-10 01:47:14
20454,24,-11,123,2021-09-10 01:48:14
20455,22,-11,123,2021-09-10 01:49:14
20456,23,-11,123,2021-09-10 01:50:14
20457,21,-11,123,2021-09-10 01:51:14
20458,22,-11,123,2021-09-10 01:52:14
20459,21,-11,123,2021-09-10 01:53:14
20460,20,-11,123,2021-09-10 01:54:14
20461,20,-11,123,2021-09-10 01:55:15
20462,20,-11,123,2021-09-10 01:56:15
20463,20,-11,123,2021-09-10 01:57:15
20464,20,-11,123,2021-09-10 01:58:15
20465,19,-11,123,2021-09-10 01:59:15
20466,20,-11,123,2021-09-10 02:00:15
20467,18,-11,123,2021-09-10 02:01:15
20468,19,-11,123,2021-09-10 02:02:16
20469,18,-11,123,2021-09-10 02:03:16
20470,19,-11,123,2021-09-10 02:04:16
20471,19,-11,123,2021-09-10 02:05:16
20472,17,-11,123,2021-09-10 02:06:16
20473,18,-11,123,2021-09-10 02:07:16
20474,17,-11,123,2021-09-10 02:08:16
20475,18,-11,123,2021-09-10 02:09:17
20476,17,-11,123,2021-09-10 02:10:17
20477,17,-11,123,2021-09-10 02:11:17
20478,18,-11,123,2021-09-10 02:12:17
20479,18,-11,123,2021-09-10 02:13:17
20480,16,-11,123,2021-09-10 02:14:17
20481,16,-11,123,2021-09-10 02:15:17
20482,17,-11,123,2021-09-10 02:16:17
20483,17,-11,123,2021-09-10 02:17:18
20484,17,-11,123,2021-09-10 02:18:18
20485,17,-11,123,2021-09-10 02:19:18
20486,16,-11,123,2021-09-10 02:20:18
20487,17,-11,123,2021-09-10 02:21:18
20488,17,-11,123,2021-09-10 02:22:18
20489,15,-11,123,2021-09-10 02:23:18
20490,17,-11,123,2021-09-10 02:24:19
20491,16,-11,123,2021-09-10 02:25:19
20492,18,-11,123,2021-09-10 02:26:19
20493,16,-11,123,2021-09-10 02:27:19
20494,16,-11,123,2021-09-10 02:28:19
20495,16,-11,123,2021-09-10 02:29:19
20496,16,-11,123,2021-09-10 02:30:19
20497,16,-11,123,2021-09-10 02:31:19
20498,16,-11,123,2021-09-10 02:32:20
20499,16,-11,123,2021-09-10 02:33:20
20500,16,-11,123,2021-09-10 02:34:20
20501,16,-11,123,2021-09-10 02:35:20
20502,16,-11,123,2021-09-10 02:36:20
20503,16,-11,123,2021-09-10 02:37:20
20504,15,-11,123,2021-09-10 02:38:20
20505,15,-11,123,2021-09-10 02:39:21
20506,15,-11,123,2021-09-10 02:40:21
20507,15,-11,123,2021-09-10 02:41:21
20508,17,-11,123,2021-09-10 02:42:21
20509,16,-11,123,2021-09-10 02:43:21
20510,15,-11,123,2021-09-10 02:44:21
20511,15,-11,123,2021-09-10 02:45:21
20512,16,-11,123,2021-09-10 02:46:21
20513,16,-11,123,2021-09-10 02:47:22
20514,15,-11,123,2021-09-10 02:48:22
20515,15,-11,123,2021-09-10 02:49:22
20516,16,-11,123,2021-09-10 02:50:22
20517,16,-11,123,2021-09-10 02:51:22
20518,15,-11,123,2021-09-10 02:52:22
20519,16,-11,123,2021-09-10 02:53:22
20520,15,-11,123,2021-09-10 02:54:23
20521,16,-11,123,2021-09-10 02:55:23
20522,15,-11,123,2021-09-10 02:56:23
20523,14,-11,123,2021-09-10 02:57:23
20524,15,-11,123,2021-09-10 02:58:23
20525,15,-11,123,2021-09-10 02:59:23
20526,15,-11,123,2021-09-10 03:00:23
20527,15,-11,123,2021-09-10 03:01:24
20528,15,-11,123,2021-09-10 03:02:24
20529,15,-11,123,2021-09-10 03:03:24
20530,14,-11,123,2021-09-10 03:04:24
20531,16,-11,123,2021-09-10 03:05:24
20532,15,-11,123,2021-09-10 03:06:24
20533,14,-11,123,2021-09-10 03:07:24
20534,16,-11,123,2021-09-10 03:08:25
20535,15,-11,123,2021-09-10 03:09:25
20536,15,-11,123,2021-09-10 03:10:25
20537,15,-11,123,2021-09-10 03:11:25
20538,15,-11,123,2021-09-10 03:12:25
20539,16,-11,123,2021-09-10 03:13:25
20540,14,-11,123,2021-09-10 03:14:25
20541,14,-11,123,2021-09-10 03:15:25
20542,15,-11,123,2021-09-10 03:16:26
20543,15,-11,123,2021-09-10 03:17:26
20544,15,-11,123,2021-09-10 03:18:26
20545,16,-11,123,2021-09-10 03:19:26
20546,15,-11,123,2021-09-10 03:20:26
20547,15,-11,123,2021-09-10 03:21:26
20548,14,-11,123,2021-09-10 03:22:26
20549,15,-11,123,2021-09-10 03:23:26
20550,14,-11,123,2021-09-10 03:24:27
20551,16,-11,123,2021-09-10 03:25:27
20552,15,-11,123,2021-09-10 03:26:27
20553,14,-11,123,2021-09-10 03:27:27
20554,15,-11,123,2021-09-10 03:28:27
20555,15,-11,123,2021-09-10 03:29:27
20556,15,-11,123,2021-09-10 03:30:27
20557,14,-11,123,2021-09-10 03:31:27
20558,15,-11,123,2021-09-10 03:32:28
20559,15,-11,123,2021-09-10 03:33:28
20560,14,-11,123,2021-09-10 03:34:28
20561,14,-11,123,2021-09-10 03:35:28
20562,14,-11,123,2021-09-10 03:36:28
20563,15,-11,123,2021-09-10 03:37:28
20564,13,-11,123,2021-09-10 03:38:28
20565,15,-11,123,2021-09-10 03:39:29
20566,14,-11,123,2021-09-10 03:40:29
20567,15,-11,123,2021-09-10 03:41:29
20568,15,-11,123,2021-09-10 03:42:29
20569,14,-11,123,2021-09-10 03:43:29
20570,13,-11,123,2021-09-10 03:44:29
20571,15,-11,123,2021-09-10 03:45:29
20572,14,-11,123,2021-09-10 03:46:30
20573,14,-11,123,2021-09-10 03:47:30
20574,16,-11,123,2021-09-10 03:48:30
20575,15,-11,123,2021-09-10 03:49:30
20576,15,-11,123,2021-09-10 03:50:30
20577,15,-11,123,2021-09-10 03:51:30
20578,14,-11,123,2021-09-10 03:52:30
20579,14,-11,123,2021-09-10 03:53:31
20580,15,-11,123,2021-09-10 03:54:31
20581,14,-11,123,2021-09-10 03:55:31
20582,14,-11,123,2021-09-10 03:56:31
20583,15,-11,123,2021-09-10 03:57:31
20584,14,-11,123,2021-09-10 03:58:31
20585,15,-11,123,2021-09-10 03:59:31
20586,13,-11,123,2021-09-10 04:00:32
20587,14,-11,123,2021-09-10 04:01:32
20588,12,-11,123,2021-09-10 04:02:32
20589,13,-11,123,2021-09-10 04:03:32
20590,13,-11,123,2021-09-10 04:04:32
20591,14,-11,123,2021-09-10 04:05:32
20592,14,-11,123,2021-09-10 04:06:32
20593,15,-11,123,2021-09-10 04:07:32
20594,13,-11,123,2021-09-10 04:08:32
20595,14,-11,123,2021-09-10 04:09:33
20596,13,-11,123,2021-09-10 04:10:33
20597,14,-11,123,2021-09-10 04:11:33
20598,14,-11,123,2021-09-10 04:12:33
20599,14,-11,123,2021-09-10 04:13:33
20600,13,-11,123,2021-09-10 04:14:33
20601,14,-11,123,2021-09-10 04:15:34
20602,14,-11,123,2021-09-10 04:16:34
20603,14,-11,123,2021-09-10 04:17:34
20604,14,-11,123,2021-09-10 04:18:34
20605,13,-11,123,2021-09-10 04:19:34
20606,14,-11,123,2021-09-10 04:20:34
20607,14,-11,123,2021-09-10 04:21:34
20608,14,-11,123,2021-09-10 04:22:34
20609,14,-11,123,2021-09-10 04:23:35
20610,14,-11,123,2021-09-10 04:24:35
20611,12,-11,123,2021-09-10 04:25:35
20612,14,-11,123,2021-09-10 04:26:35
20613,13,-11,123,2021-09-10 04:27:35
20614,15,-11,123,2021-09-10 04:28:35
20615,14,-11,123,2021-09-10 04:29:35
20616,13,-11,123,2021-09-10 04:30:36
20617,13,-11,123,2021-09-10 04:31:36
20618,14,-11,123,2021-09-10 04:32:36
20619,14,-11,123,2021-09-10 04:33:36
20620,13,-11,123,2021-09-10 04:34:36
20621,13,-11,123,2021-09-10 04:35:36
20622,13,-11,123,2021-09-10 04:36:36
20623,13,-11,123,2021-09-10 04:37:37
20624,13,-11,123,2021-09-10 04:38:37
20625,13,-11,123,2021-09-10 04:39:37
20626,13,-11,123,2021-09-10 04:40:37
20627,12,-11,123,2021-09-10 04:41:37
20628,13,-11,123,2021-09-10 04:42:37
20629,13,-11,123,2021-09-10 04:43:37
20630,12,-11,123,2021-09-10 04:44:37
20631,12,-11,123,2021-09-10 04:45:38
20632,12,-11,123,2021-09-10 04:46:38
20633,11,-11,123,2021-09-10 04:47:38
20634,12,-11,123,2021-09-10 04:48:38
20635,12,-11,123,2021-09-10 04:49:38
20636,12,-11,123,2021-09-10 04:50:38
20637,12,-11,123,2021-09-10 04:51:38
20638,12,-11,123,2021-09-10 04:52:39
20639,13,-11,123,2021-09-10 04:53:39
20640,13,-11,123,2021-09-10 04:54:39
20641,13,-11,123,2021-09-10 04:55:39
20642,12,-11,123,2021-09-10 04:56:39
20643,11,-11,123,2021-09-10 04:57:39
20644,13,-11,123,2021-09-10 04:58:39
20645,12,-11,123,2021-09-10 04:59:39
20646,13,-11,123,2021-09-10 05:00:40
20647,16,-11,123,2021-09-10 05:01:40
20648,19,-11,123,2021-09-10 05:02:40
20649,23,-11,123,2021-09-10 05:03:40
20650,22,-11,123,2021-09-10 05:04:40
20651,22,-11,123,2021-09-10 05:05:40
20652,23,-11,123,2021-09-10 05:06:40
20653,25,-11,123,2021-09-10 05:07:41
20654,24,-11,123,2021-09-10 05:08:41
20655,25,-11,123,2021-09-10 05:09:41
20656,26,-11,123,2021-09-10 05:10:41
20657,25,-11,123,2021-09-10 05:11:41
20658,26,-11,123,2021-09-10 05:12:42
20659,24,-11,123,2021-09-10 05:13:41
20660,25,-11,123,2021-09-10 05:14:41
20661,26,-11,123,2021-09-10 05:15:42
20662,25,-11,123,2021-09-10 05:16:42
20663,26,-11,123,2021-09-10 05:17:42
20664,25,-11,123,2021-09-10 05:18:42
